Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
4602,0.4023,0.0038,0.0020,0.1640,0.0305,0.3205,0.0429,0.0051,0.0008,0.0279
4603,0.7003,0.0295,0.0025,0.0011,0.0364,0.1996,0.0152,0.0018,0.0093,0.0043
4604,0.3180,0.0148,0.0015,0.2324,0.1650,0.1298,0.0370,0.0660,0.0066,0.0289
4605,0.2176,0.7579,0.0000,0.0103,0.0000,0.0005,0.0065,0.0002,0.0000,0.0071
4606,0.5680,0.2325,0.0140,0.0248,0.0119,0.0095,0.0575,0.0020,0.0018,0.0779
4607,0.6609,0.0137,0.0555,0.0198,0.0344,0.0618,0.0287,0.0893,0.0096,0.0264
4608,0.7693,0.0209,0.0333,0.0152,0.0486,0.0339,0.0337,0.0226,0.0017,0.0208
4609,0.0201,0.2356,0.6393,0.0199,0.0038,0.0615,0.0085,0.0011,0.0042,0.0061
4610,0.8413,0.0064,0.0056,0.0124,0.0784,0.0159,0.0181,0.0067,0.0013,0.0139
4611,0.8020,0.0249,0.0654,0.0033,0.0158,0.0253,0.0284,0.0223,0.0009,0.0118
4612,0.5056,0.0196,0.0838,0.0544,0.0678,0.0454,0.1051,0.0739,0.0054,0.0390
4613,0.8791,0.0391,0.0016,0.0007,0.0164,0.0237,0.0212,0.0075,0.0007,0.0099
4614,0.8789,0.0258,0.0123,0.0036,0.0390,0.0099,0.0180,0.0037,0.0033,0.0054
4615,0.7494,0.0482,0.0230,0.0021,0.0626,0.0155,0.0541,0.0279,0.0008,0.0163
4616,0.2612,0.6436,0.0403,0.0122,0.0085,0.0097,0.0184,0.0023,0.0002,0.0037
4617,0.3186,0.0209,0.0056,0.3004,0.0887,0.1509,0.0303,0.0568,0.0025,0.0253
4618,0.8522,0.0378,0.0023,0.0025,0.0510,0.0191,0.0235,0.0041,0.0013,0.0061
4619,0.0581,0.8287,0.0709,0.0057,0.0060,0.0025,0.0176,0.0000,0.0071,0.0035
4620,0.7773,0.0580,0.0181,0.0143,0.0355,0.0217,0.0267,0.0139,0.0203,0.0142
4621,0.0108,0.0166,0.9136,0.0154,0.0096,0.0203,0.0072,0.0008,0.0022,0.0035
4622,0.4931,0.0230,0.0077,0.2749,0.0349,0.0258,0.0450,0.0600,0.0111,0.0245
4623,0.7405,0.0230,0.0081,0.0188,0.0495,0.0952,0.0194,0.0170,0.0055,0.0229
4624,0.0779,0.3548,0.4759,0.0029,0.0106,0.0147,0.0393,0.0024,0.0055,0.0160
4625,0.7202,0.0758,0.0055,0.0195,0.0160,0.0367,0.0630,0.0158,0.0118,0.0358
4626,0.7434,0.0908,0.0102,0.0130,0.0302,0.0273,0.0362,0.0265,0.0051,0.0173
4627,0.2890,0.0425,0.0099,0.3063,0.0943,0.1214,0.0550,0.0443,0.0043,0.0330
4628,0.6281,0.1921,0.0212,0.0001,0.1173,0.0056,0.0210,0.0068,0.0004,0.0073
4629,0.7059,0.1140,0.0123,0.0061,0.0496,0.0408,0.0260,0.0128,0.0149,0.0177
4630,0.6416,0.0064,0.0034,0.1009,0.0083,0.0448,0.0275,0.1222,0.0198,0.0251
4631,0.3039,0.2871,0.0810,0.0185,0.1318,0.0413,0.0379,0.0113,0.0464,0.0408
4632,0.3391,0.0203,0.4185,0.0284,0.0251,0.1172,0.0221,0.0016,0.0130,0.0147
4633,0.3003,0.0035,0.0000,0.1737,0.0000,0.2201,0.0563,0.2397,0.0000,0.0064
4634,0.1120,0.1296,0.1137,0.0142,0.0491,0.4504,0.0455,0.0272,0.0181,0.0402
4635,0.4400,0.0245,0.0093,0.0394,0.1147,0.0080,0.0673,0.2324,0.0069,0.0576
4636,0.1698,0.0334,0.0086,0.1056,0.3899,0.0640,0.0675,0.0154,0.0759,0.0699
4637,0.0070,0.9755,0.0028,0.0017,0.0016,0.0017,0.0025,0.0000,0.0010,0.0063
4638,0.6950,0.1404,0.0089,0.0026,0.0577,0.0229,0.0347,0.0111,0.0156,0.0112
4639,0.0228,0.4300,0.5096,0.0004,0.0013,0.0051,0.0037,0.0008,0.0113,0.0150
4640,0.4280,0.0462,0.0104,0.1736,0.0161,0.0128,0.0253,0.1871,0.0610,0.0397
4641,0.8630,0.0556,0.0007,0.0125,0.0121,0.0197,0.0206,0.0022,0.0085,0.0050
4642,0.4559,0.0346,0.2640,0.0126,0.0187,0.0528,0.0550,0.0249,0.0203,0.0613
4643,0.6702,0.0194,0.0268,0.0241,0.0180,0.0783,0.0482,0.0493,0.0301,0.0356
4644,0.7500,0.1003,0.0159,0.0128,0.0186,0.0058,0.0458,0.0210,0.0034,0.0264
4645,0.7316,0.2049,0.0174,0.0004,0.0139,0.0057,0.0201,0.0007,0.0004,0.0049
4646,0.5380,0.1687,0.0158,0.0003,0.1646,0.0131,0.0258,0.0156,0.0374,0.0207
4647,0.0684,0.7823,0.0166,0.0001,0.0016,0.1180,0.0111,0.0004,0.0000,0.0016
4648,0.4004,0.0372,0.2348,0.0101,0.1365,0.0786,0.0447,0.0124,0.0172,0.0280
4649,0.1491,0.0009,0.0021,0.0344,0.1281,0.1342,0.0360,0.4083,0.0744,0.0325
4650,0.4847,0.0574,0.0057,0.3030,0.0225,0.0275,0.0297,0.0110,0.0365,0.0220
4651,0.7728,0.0756,0.0009,0.0120,0.0399,0.0307,0.0321,0.0136,0.0096,0.0130
4652,0.5347,0.0403,0.0479,0.0701,0.0492,0.1632,0.0513,0.0197,0.0069,0.0167
4653,0.4692,0.0020,0.0004,0.4362,0.0115,0.0117,0.0407,0.0032,0.0088,0.0163
4654,0.1895,0.0741,0.0026,0.5748,0.0263,0.0747,0.0267,0.0161,0.0014,0.0137
4655,0.4126,0.0106,0.0037,0.0732,0.0140,0.0258,0.0926,0.2877,0.0078,0.0719
4656,0.0194,0.1406,0.2170,0.1685,0.0831,0.2120,0.0750,0.0158,0.0449,0.0238
4657,0.9295,0.0411,0.0009,0.0003,0.0052,0.0010,0.0157,0.0005,0.0000,0.0057
4658,0.0235,0.9696,0.0002,0.0001,0.0022,0.0006,0.0020,0.0000,0.0006,0.0011
4659,0.0886,0.8094,0.0015,0.0132,0.0000,0.0196,0.0608,0.0011,0.0000,0.0059
4660,0.1467,0.3596,0.0741,0.2127,0.1088,0.0506,0.0269,0.0048,0.0028,0.0130
4661,0.6265,0.2902,0.0010,0.0093,0.0162,0.0218,0.0198,0.0056,0.0058,0.0038
4662,0.1838,0.0098,0.0722,0.0156,0.1210,0.2142,0.0496,0.1021,0.1323,0.0993
4663,0.1532,0.0537,0.1114,0.0718,0.0651,0.3646,0.0554,0.0875,0.0075,0.0298
4664,0.6690,0.0587,0.0468,0.0064,0.0889,0.0191,0.0401,0.0272,0.0264,0.0175
4665,0.7459,0.0308,0.0155,0.0051,0.0223,0.0426,0.0547,0.0402,0.0258,0.0170
4666,0.3976,0.0336,0.0097,0.0912,0.0585,0.1933,0.1054,0.0163,0.0115,0.0829
4667,0.6943,0.1011,0.0182,0.0010,0.0794,0.0187,0.0266,0.0087,0.0290,0.0230
4668,0.2362,0.4365,0.0100,0.0788,0.0052,0.1053,0.0660,0.0496,0.0004,0.0120
4669,0.7288,0.0692,0.0036,0.0414,0.0355,0.0588,0.0355,0.0165,0.0010,0.0096
4670,0.7050,0.0213,0.0163,0.0302,0.0411,0.0308,0.0423,0.0730,0.0182,0.0217
4671,0.7616,0.0304,0.0408,0.0003,0.0554,0.0060,0.0299,0.0547,0.0005,0.0203
4672,0.5744,0.0555,0.1246,0.0498,0.0514,0.0603,0.0306,0.0199,0.0154,0.0179
4673,0.6534,0.0081,0.0006,0.0290,0.0770,0.0352,0.0269,0.1349,0.0089,0.0262
4674,0.8450,0.0643,0.0023,0.0090,0.0269,0.0076,0.0209,0.0090,0.0052,0.0097
4675,0.0120,0.9784,0.0001,0.0039,0.0002,0.0019,0.0016,0.0000,0.0003,0.0016
4676,0.6738,0.0059,0.1074,0.0028,0.1046,0.0367,0.0333,0.0180,0.0064,0.0111
4677,0.2490,0.0681,0.0087,0.0692,0.0453,0.4471,0.0315,0.0059,0.0248,0.0504
4678,0.1511,0.2915,0.2090,0.0326,0.0531,0.1272,0.0488,0.0411,0.0185,0.0271
4679,0.4206,0.1625,0.0518,0.0543,0.1491,0.0834,0.0542,0.0013,0.0006,0.0221
4680,0.4956,0.1567,0.1255,0.0008,0.0142,0.1757,0.0034,0.0002,0.0096,0.0183
4681,0.6409,0.0263,0.0020,0.1322,0.0213,0.0819,0.0559,0.0125,0.0081,0.0189
4682,0.8776,0.0213,0.0009,0.0060,0.0313,0.0174,0.0301,0.0009,0.0055,0.0090
4683,0.7021,0.0519,0.0011,0.0320,0.0093,0.1394,0.0222,0.0022,0.0275,0.0124
4684,0.6574,0.0831,0.0096,0.0010,0.0454,0.0270,0.0333,0.0889,0.0377,0.0167
4685,0.3522,0.4361,0.0006,0.0457,0.1006,0.0307,0.0275,0.0002,0.0013,0.0051
4686,0.7062,0.2023,0.0038,0.0085,0.0150,0.0138,0.0215,0.0062,0.0024,0.0204
4687,0.7559,0.0329,0.0007,0.0738,0.0562,0.0140,0.0517,0.0034,0.0002,0.0113
4688,0.7055,0.0508,0.0230,0.0154,0.0685,0.0191,0.0306,0.0655,0.0108,0.0107
4689,0.2774,0.4348,0.1012,0.0791,0.0093,0.0230,0.0418,0.0058,0.0026,0.0251
4690,0.3619,0.0377,0.1672,0.1906,0.0336,0.0893,0.0443,0.0313,0.0290,0.0153
4691,0.2745,0.0262,0.0891,0.0581,0.0726,0.3208,0.0396,0.0097,0.0856,0.0239
4692,0.6112,0.1127,0.2056,0.0033,0.0113,0.0058,0.0217,0.0055,0.0162,0.0067
4693,0.2021,0.0133,0.6775,0.0013,0.0078,0.0231,0.0353,0.0235,0.0056,0.0104
4694,0.7994,0.0563,0.0090,0.0003,0.0373,0.0301,0.0512,0.0088,0.0025,0.0050
4695,0.6220,0.2187,0.0099,0.0251,0.0131,0.0153,0.0490,0.0119,0.0118,0.0232
4696,0.6948,0.0254,0.0235,0.0217,0.0434,0.1268,0.0273,0.0267,0.0031,0.0072
4697,0.3376,0.0753,0.0009,0.2873,0.1324,0.0104,0.0303,0.0483,0.0555,0.0221
4698,0.1093,0.7036,0.0396,0.0031,0.0024,0.1179,0.0169,0.0005,0.0040,0.0028
4699,0.4142,0.0143,0.1662,0.0242,0.0830,0.0829,0.0530,0.0394,0.0697,0.0530
4700,0.4606,0.0491,0.2764,0.0140,0.0341,0.1165,0.0170,0.0092,0.0044,0.0186
4701,0.7360,0.1393,0.0402,0.0003,0.0190,0.0071,0.0264,0.0192,0.0047,0.0076
4702,0.2811,0.1138,0.0218,0.1473,0.1595,0.1267,0.0624,0.0337,0.0218,0.0320
4703,0.8197,0.0299,0.0088,0.0252,0.0016,0.0490,0.0462,0.0095,0.0000,0.0102
4704,0.6427,0.0133,0.1330,0.0157,0.0487,0.0129,0.0414,0.0524,0.0069,0.0331
4705,0.6128,0.1119,0.0645,0.0286,0.0420,0.0644,0.0213,0.0433,0.0051,0.0062
4706,0.3961,0.5287,0.0208,0.0020,0.0161,0.0122,0.0162,0.0022,0.0021,0.0035
4707,0.0747,0.9108,0.0025,0.0004,0.0004,0.0005,0.0035,0.0000,0.0057,0.0014
4708,0.5474,0.0673,0.0002,0.0053,0.0785,0.1391,0.0368,0.0878,0.0106,0.0269
4709,0.3099,0.4022,0.0750,0.0387,0.0345,0.0478,0.0359,0.0257,0.0127,0.0176
4710,0.7777,0.0342,0.0124,0.0042,0.0561,0.0398,0.0261,0.0377,0.0023,0.0096
4711,0.1555,0.1661,0.0097,0.4184,0.0682,0.0706,0.0827,0.0019,0.0094,0.0174
4712,0.3056,0.0182,0.1327,0.1289,0.1936,0.0603,0.0540,0.0470,0.0345,0.0251
4713,0.7865,0.0072,0.0193,0.0064,0.0585,0.0332,0.0282,0.0360,0.0087,0.0162
4714,0.7718,0.0108,0.0061,0.0368,0.0144,0.0337,0.0262,0.0760,0.0023,0.0220
4715,0.6407,0.0059,0.0356,0.0126,0.1076,0.0082,0.0467,0.1119,0.0066,0.0240
4716,0.7579,0.0242,0.0122,0.0019,0.0733,0.0377,0.0291,0.0320,0.0064,0.0253
4717,0.6881,0.0178,0.0059,0.1023,0.0176,0.1008,0.0256,0.0125,0.0088,0.0206
4718,0.0870,0.4160,0.0140,0.0102,0.0973,0.2746,0.0802,0.0035,0.0065,0.0106
4719,0.5258,0.3827,0.0072,0.0073,0.0209,0.0183,0.0154,0.0108,0.0006,0.0111
4720,0.0000,0.9820,0.0150,0.0000,0.0001,0.0000,0.0004,0.0000,0.0001,0.0024
4721,0.8010,0.0127,0.0234,0.0012,0.0285,0.0721,0.0237,0.0188,0.0083,0.0104
4722,0.4596,0.0543,0.0302,0.1377,0.0806,0.0288,0.0426,0.1426,0.0038,0.0199
4723,0.6073,0.2819,0.0028,0.0002,0.0281,0.0002,0.0057,0.0016,0.0087,0.0635
4724,0.6339,0.0020,0.0523,0.1171,0.0511,0.0259,0.0243,0.0481,0.0144,0.0308
4725,0.6780,0.0073,0.0056,0.0011,0.0369,0.2155,0.0336,0.0176,0.0031,0.0013
4726,0.8204,0.0491,0.0028,0.0020,0.0196,0.0284,0.0487,0.0061,0.0008,0.0221
4727,0.5710,0.3682,0.0010,0.0041,0.0053,0.0147,0.0192,0.0014,0.0022,0.0128
4728,0.6009,0.0280,0.0339,0.0562,0.0381,0.0325,0.0743,0.0732,0.0423,0.0206
4729,0.7241,0.0242,0.0096,0.0172,0.0330,0.0562,0.0326,0.0857,0.0010,0.0164
4730,0.6855,0.0724,0.0176,0.0171,0.0314,0.0701,0.0502,0.0258,0.0007,0.0292
4731,0.7796,0.0265,0.0873,0.0414,0.0000,0.0095,0.0368,0.0098,0.0000,0.0092
4732,0.7503,0.1168,0.0015,0.0059,0.0401,0.0543,0.0210,0.0002,0.0057,0.0042
4733,0.6280,0.0562,0.0201,0.0114,0.0976,0.0920,0.0282,0.0313,0.0069,0.0283
4734,0.7628,0.0841,0.0250,0.0112,0.0130,0.0238,0.0340,0.0103,0.0142,0.0217
4735,0.6880,0.0325,0.0743,0.0082,0.0231,0.0268,0.0291,0.0714,0.0166,0.0300
4736,0.6950,0.0498,0.0342,0.0072,0.0173,0.0524,0.0483,0.0737,0.0023,0.0198
4737,0.6099,0.0256,0.0015,0.0903,0.0372,0.0940,0.0174,0.0849,0.0034,0.0358
4738,0.2502,0.0422,0.2895,0.0467,0.0810,0.0270,0.0470,0.0017,0.1729,0.0417
4739,0.6178,0.0866,0.0082,0.0392,0.1158,0.0229,0.0396,0.0110,0.0025,0.0565
4740,0.2870,0.0618,0.0143,0.4255,0.0481,0.0588,0.0588,0.0071,0.0172,0.0212
4741,0.6039,0.1125,0.0049,0.0780,0.0561,0.0651,0.0294,0.0336,0.0048,0.0118
4742,0.4651,0.1069,0.0023,0.0974,0.0317,0.1861,0.0521,0.0414,0.0026,0.0146
4743,0.8587,0.0008,0.0007,0.0017,0.0290,0.0093,0.0320,0.0068,0.0263,0.0349
4744,0.5002,0.0209,0.0883,0.0158,0.1348,0.0456,0.0818,0.0268,0.0457,0.0401
4745,0.5518,0.0125,0.0072,0.0266,0.0802,0.1645,0.0311,0.0760,0.0374,0.0127
4746,0.6289,0.3666,0.0000,0.0009,0.0001,0.0000,0.0013,0.0000,0.0007,0.0015
4747,0.6214,0.0060,0.0036,0.0064,0.0282,0.1442,0.0349,0.1422,0.0008,0.0122
4748,0.8134,0.0288,0.0206,0.0028,0.0282,0.0402,0.0338,0.0144,0.0035,0.0144
4749,0.8311,0.0169,0.0423,0.0013,0.0411,0.0044,0.0259,0.0285,0.0043,0.0043
4750,0.2022,0.0471,0.0204,0.0016,0.1139,0.0920,0.0276,0.4375,0.0032,0.0544
4751,0.3877,0.0114,0.1665,0.0015,0.0528,0.3488,0.0215,0.0047,0.0010,0.0040
4752,0.5598,0.1151,0.0200,0.0104,0.1245,0.0712,0.0297,0.0625,0.0011,0.0057
4753,0.1122,0.5891,0.1112,0.0182,0.0066,0.1273,0.0258,0.0010,0.0007,0.0078
4754,0.2206,0.0199,0.1210,0.0784,0.2613,0.1371,0.0971,0.0349,0.0025,0.0273
4755,0.5585,0.0152,0.0041,0.0130,0.1231,0.0518,0.0466,0.1077,0.0516,0.0283
4756,0.2932,0.0148,0.0805,0.0188,0.1332,0.0824,0.0528,0.2225,0.0290,0.0729
4757,0.2430,0.2489,0.0003,0.3950,0.0021,0.0344,0.0582,0.0114,0.0006,0.0061
4758,0.2412,0.3663,0.0053,0.0688,0.0270,0.2010,0.0607,0.0059,0.0084,0.0154
4759,0.7977,0.0354,0.0194,0.0126,0.0298,0.0589,0.0155,0.0073,0.0077,0.0155
4760,0.6718,0.1361,0.0099,0.0235,0.0353,0.0046,0.0520,0.0195,0.0003,0.0470
4761,0.7802,0.0292,0.0140,0.0071,0.0087,0.0908,0.0376,0.0239,0.0013,0.0071
4762,0.4683,0.0651,0.0193,0.1874,0.0756,0.0581,0.0318,0.0031,0.0368,0.0546
4763,0.2558,0.0289,0.1797,0.0231,0.1769,0.1099,0.0927,0.0814,0.0252,0.0264
4764,0.5286,0.0456,0.0476,0.0726,0.0861,0.0688,0.0521,0.0499,0.0032,0.0454
4765,0.8259,0.0267,0.0025,0.0003,0.0573,0.0178,0.0285,0.0314,0.0008,0.0088
4766,0.4008,0.0289,0.0281,0.0156,0.0663,0.3872,0.0154,0.0391,0.0065,0.0121
4767,0.7903,0.0746,0.0005,0.0170,0.0257,0.0049,0.0297,0.0354,0.0038,0.0181
4768,0.8314,0.0381,0.0095,0.0198,0.0068,0.0112,0.0219,0.0106,0.0021,0.0486
4769,0.7000,0.1137,0.0002,0.0370,0.0313,0.0209,0.0511,0.0310,0.0001,0.0148
4770,0.0075,0.9791,0.0014,0.0005,0.0039,0.0010,0.0023,0.0000,0.0005,0.0039
4771,0.2875,0.1714,0.0184,0.0406,0.1532,0.1293,0.0424,0.0795,0.0182,0.0594
4772,0.5984,0.1250,0.0242,0.0132,0.0930,0.0413,0.0310,0.0493,0.0042,0.0204
4773,0.6182,0.0501,0.0010,0.2157,0.0162,0.0592,0.0190,0.0008,0.0050,0.0147
4774,0.8386,0.0255,0.0023,0.0070,0.0420,0.0093,0.0428,0.0095,0.0058,0.0174
4775,0.4323,0.0712,0.0030,0.3678,0.0017,0.0496,0.0181,0.0349,0.0023,0.0191
4776,0.6070,0.0036,0.0087,0.0100,0.0289,0.0615,0.0136,0.2491,0.0085,0.0091
4777,0.7604,0.0106,0.0126,0.0445,0.0452,0.0277,0.0343,0.0187,0.0062,0.0398
4778,0.8183,0.0780,0.0000,0.0000,0.0000,0.0023,0.0388,0.0607,0.0000,0.0020
4779,0.3903,0.5312,0.0051,0.0133,0.0108,0.0156,0.0151,0.0008,0.0023,0.0156
4780,0.1263,0.5729,0.0417,0.0260,0.0715,0.0478,0.0480,0.0016,0.0521,0.0122
4781,0.7107,0.0736,0.0088,0.0232,0.0593,0.0097,0.0497,0.0228,0.0046,0.0376
4782,0.7022,0.0857,0.0329,0.0028,0.0480,0.0084,0.0338,0.0286,0.0077,0.0499
4783,0.7338,0.1261,0.0252,0.0044,0.0297,0.0180,0.0349,0.0104,0.0066,0.0110
4784,0.0646,0.0340,0.7040,0.0050,0.0186,0.1310,0.0136,0.0031,0.0183,0.0077
4785,0.6956,0.1491,0.0415,0.0013,0.0273,0.0057,0.0199,0.0064,0.0039,0.0493
4786,0.5464,0.1397,0.0141,0.0050,0.0644,0.1997,0.0228,0.0013,0.0035,0.0031
4787,0.2929,0.1130,0.2139,0.0673,0.0014,0.0120,0.0254,0.0248,0.2073,0.0420
4788,0.6684,0.0639,0.1222,0.0054,0.0311,0.0275,0.0302,0.0433,0.0019,0.0060
4789,0.7271,0.0262,0.0658,0.0216,0.0376,0.0209,0.0439,0.0335,0.0035,0.0198
4790,0.4964,0.0379,0.0030,0.1176,0.0535,0.1824,0.0625,0.0172,0.0012,0.0281
4791,0.2496,0.0492,0.0276,0.0547,0.0587,0.2700,0.0540,0.1229,0.0651,0.0481
4792,0.5990,0.0164,0.1769,0.0009,0.0278,0.0946,0.0253,0.0267,0.0254,0.0069
4793,0.6125,0.0362,0.0002,0.2135,0.0197,0.0344,0.0304,0.0368,0.0031,0.0132
4794,0.4316,0.1381,0.0006,0.2162,0.0744,0.0773,0.0477,0.0014,0.0022,0.0105
4795,0.6688,0.1890,0.0213,0.0025,0.0506,0.0060,0.0215,0.0127,0.0142,0.0135
4796,0.2137,0.5776,0.0426,0.0075,0.0149,0.0493,0.0381,0.0407,0.0050,0.0106
4797,0.1116,0.0854,0.1312,0.0702,0.1330,0.1814,0.0487,0.2018,0.0107,0.0259
4798,0.0140,0.0428,0.4066,0.0149,0.1110,0.0654,0.0596,0.0080,0.2157,0.0620
4799,0.3053,0.0608,0.1799,0.0907,0.0921,0.0179,0.0434,0.0798,0.0895,0.0406
4800,0.7425,0.0088,0.0072,0.0111,0.0893,0.0640,0.0328,0.0186,0.0107,0.0150
4801,0.6924,0.0378,0.0583,0.0022,0.0231,0.0257,0.0302,0.0640,0.0383,0.0280
4802,0.8363,0.0383,0.0222,0.0020,0.0221,0.0175,0.0437,0.0065,0.0030,0.0085
4803,0.4407,0.0052,0.0705,0.0121,0.1216,0.0467,0.0628,0.2094,0.0051,0.0260
4804,0.2768,0.0025,0.0085,0.0154,0.0452,0.0229,0.0421,0.5071,0.0215,0.0580
4805,0.5082,0.2088,0.0010,0.0407,0.0390,0.1426,0.0363,0.0078,0.0085,0.0071
4806,0.7130,0.0718,0.0080,0.0130,0.0688,0.0408,0.0221,0.0488,0.0024,0.0112
4807,0.6396,0.0057,0.0069,0.0051,0.0462,0.0672,0.0365,0.1850,0.0015,0.0065
4808,0.2588,0.6751,0.0010,0.0095,0.0149,0.0062,0.0130,0.0001,0.0121,0.0095
4809,0.8046,0.0205,0.0068,0.0013,0.0773,0.0090,0.0233,0.0474,0.0006,0.0091
4810,0.7898,0.0347,0.0453,0.0027,0.0461,0.0210,0.0298,0.0074,0.0079,0.0154
4811,0.5646,0.0499,0.0368,0.0858,0.0513,0.0511,0.0382,0.0305,0.0399,0.0518
4812,0.8081,0.0643,0.0076,0.0026,0.0443,0.0117,0.0272,0.0061,0.0054,0.0228
4813,0.6527,0.1256,0.0050,0.0102,0.1070,0.0066,0.0228,0.0181,0.0305,0.0215
4814,0.1284,0.0456,0.5826,0.0369,0.0171,0.0901,0.0497,0.0078,0.0351,0.0067
4815,0.3448,0.0190,0.0533,0.0749,0.0569,0.0880,0.0531,0.1730,0.1278,0.0091
4816,0.2013,0.1536,0.1158,0.3484,0.0567,0.0381,0.0212,0.0020,0.0173,0.0457
4817,0.7458,0.0165,0.0642,0.0376,0.0186,0.0667,0.0293,0.0084,0.0078,0.0052
4818,0.2949,0.1770,0.3523,0.0033,0.1156,0.0062,0.0256,0.0022,0.0032,0.0198
4819,0.6154,0.2020,0.0256,0.0122,0.0262,0.0401,0.0198,0.0391,0.0025,0.0172
4820,0.4140,0.0062,0.0388,0.0073,0.0286,0.1872,0.0374,0.2281,0.0314,0.0210
4821,0.0123,0.0400,0.8132,0.0001,0.0067,0.0934,0.0147,0.0001,0.0176,0.0019
4822,0.4717,0.0149,0.1223,0.0193,0.1505,0.0094,0.0383,0.0463,0.0764,0.0508
4823,0.5516,0.0268,0.1937,0.0242,0.0490,0.0315,0.0274,0.0076,0.0399,0.0483
4824,0.7259,0.0391,0.0093,0.0186,0.0334,0.0592,0.0418,0.0021,0.0366,0.0340
4825,0.7718,0.0539,0.0064,0.0196,0.0439,0.0263,0.0568,0.0068,0.0055,0.0090
4826,0.7033,0.0433,0.0077,0.0489,0.0442,0.0580,0.0325,0.0070,0.0223,0.0328
4827,0.5399,0.1384,0.0116,0.0071,0.0679,0.0115,0.0310,0.1660,0.0062,0.0204
4828,0.7895,0.0292,0.0443,0.0008,0.0289,0.0354,0.0155,0.0413,0.0014,0.0137
4829,0.7812,0.0510,0.0079,0.0246,0.0377,0.0333,0.0287,0.0201,0.0026,0.0131
4830,0.4839,0.0058,0.0314,0.0034,0.0843,0.0520,0.0343,0.2819,0.0053,0.0179
4831,0.6941,0.0188,0.0281,0.0142,0.0663,0.0429,0.0403,0.0763,0.0039,0.0153
4832,0.6148,0.0099,0.0067,0.0160,0.0603,0.0565,0.0395,0.1654,0.0092,0.0216
4833,0.7963,0.0420,0.0002,0.0038,0.0918,0.0060,0.0303,0.0158,0.0051,0.0087
4834,0.8315,0.0440,0.0140,0.0001,0.0227,0.0069,0.0378,0.0122,0.0129,0.0179
4835,0.1848,0.0042,0.0334,0.3963,0.0150,0.2641,0.0257,0.0286,0.0301,0.0177
4836,0.7778,0.1095,0.0236,0.0020,0.0308,0.0127,0.0135,0.0039,0.0175,0.0088
4837,0.1690,0.0572,0.0719,0.0206,0.0028,0.6417,0.0198,0.0003,0.0076,0.0091
4838,0.0765,0.7817,0.0533,0.0053,0.0166,0.0124,0.0297,0.0010,0.0044,0.0190
4839,0.7436,0.0190,0.0704,0.0005,0.0202,0.0111,0.0312,0.0305,0.0558,0.0176
4840,0.2736,0.0221,0.0057,0.4432,0.0599,0.1131,0.0513,0.0169,0.0011,0.0131
4841,0.4937,0.0160,0.0644,0.0360,0.0952,0.1204,0.0371,0.1092,0.0178,0.0102
4842,0.2364,0.2282,0.0049,0.3444,0.0477,0.0395,0.0259,0.0008,0.0509,0.0213
4843,0.7253,0.0782,0.0035,0.0405,0.0379,0.0435,0.0177,0.0060,0.0227,0.0247
4844,0.4681,0.0016,0.0026,0.0162,0.1227,0.0711,0.0289,0.2530,0.0033,0.0325
4845,0.5621,0.3996,0.0030,0.0054,0.0003,0.0097,0.0166,0.0006,0.0002,0.0024
4846,0.3623,0.4202,0.0009,0.0385,0.0848,0.0176,0.0197,0.0437,0.0056,0.0067
4847,0.7495,0.0685,0.0020,0.0311,0.0436,0.0326,0.0431,0.0164,0.0042,0.0090
4848,0.7233,0.0235,0.0022,0.0391,0.0503,0.0767,0.0535,0.0089,0.0053,0.0172
4849,0.6533,0.0206,0.0096,0.1049,0.0913,0.0366,0.0362,0.0087,0.0103,0.0286
4850,0.6994,0.1398,0.0256,0.0031,0.0230,0.0178,0.0418,0.0079,0.0008,0.0409
4851,0.7606,0.0382,0.0012,0.0088,0.0208,0.0514,0.0203,0.0906,0.0027,0.0053
4852,0.7274,0.0546,0.0869,0.0030,0.0125,0.0096,0.0409,0.0051,0.0063,0.0537
4853,0.8562,0.0052,0.0021,0.0107,0.0388,0.0247,0.0120,0.0089,0.0021,0.0394
4854,0.6122,0.1771,0.0526,0.0065,0.0500,0.0182,0.0413,0.0316,0.0028,0.0079
4855,0.6933,0.0479,0.0206,0.0344,0.0820,0.0419,0.0442,0.0113,0.0098,0.0146
4856,0.8054,0.0526,0.0036,0.0024,0.0203,0.0151,0.0275,0.0448,0.0043,0.0239
4857,0.0286,0.2098,0.0141,0.4700,0.1409,0.0641,0.0215,0.0236,0.0073,0.0201
4858,0.7801,0.1294,0.0050,0.0015,0.0294,0.0216,0.0157,0.0076,0.0032,0.0065
4859,0.7071,0.1508,0.0300,0.0245,0.0240,0.0124,0.0276,0.0095,0.0049,0.0091
4860,0.7930,0.0337,0.0347,0.0014,0.0352,0.0058,0.0212,0.0233,0.0422,0.0095
4861,0.0303,0.9643,0.0000,0.0004,0.0000,0.0009,0.0033,0.0000,0.0000,0.0007
4862,0.7387,0.0361,0.0097,0.0890,0.0072,0.0661,0.0086,0.0281,0.0043,0.0121
4863,0.7015,0.1394,0.0275,0.0006,0.0394,0.0139,0.0136,0.0140,0.0045,0.0457
4864,0.6565,0.0108,0.0112,0.0073,0.0360,0.0553,0.0297,0.1738,0.0020,0.0174
